"faa","name","lat","lon","alt","tz","dst","city","country"
SKP,Skopje Alexander the Great Airport,41.961601,21.621401,781,1.0,E,Skopje,Macedonia
GIB,Gibraltar Airport,36.1511993408,-5.3496599197400005,15,1.0,N,Gibraltar,Gibraltar
BEG,Belgrade Nikola Tesla Airport,44.8184013367,20.3090991974,335,1.0,E,Belgrade,Serbia
INI,Nis Airport,43.337299,21.853701,648,1.0,E,Nis,Serbia
TGD,Podgorica Airport,42.359402,19.2519,141,1.0,E,Podgorica,Montenegro
PRN,Priština International Airport,42.5728,21.035801,1789,1.0,E,Pristina,Serbia
TIV,Tivat Airport,42.40470123291016,18.72330093383789,20,1.0,E,Tivat,Montenegro
BTS,M. R. Štefánik Airport,48.17020034790039,17.21269989013672,436,1.0,E,Bratislava,Slovakia
KSC,Košice Airport,48.66310119628906,21.241100311279297,755,1.0,E,Kosice,Slovakia
PZY,Piešťany Airport,48.62519836425781,17.828399658203125,545,1.0,E,Piestany,Slovakia
SLD,Sliač Airport,48.63779830932617,19.13409996032715,1043,1.0,E,Sliac,Slovakia
TAT,Poprad-Tatry Airport,49.073600769,20.2411003113,2356,1.0,E,Poprad,Slovakia
NCA,North Caicos Airport,21.9175,-71.939598,10,-4.0,U,North Caicos,Turks and Caicos Islands
PLS,Providenciales Airport,21.77359962463379,-72.26589965820312,15,-4.0,U,Providenciales,Turks and Caicos Islands
XSC,South Caicos Airport,21.5156993866,-71.528503418,6,-4.0,U,South Caicos,Turks and Caicos Islands
BRX,Maria Montez International Airport,18.25149917602539,-71.12039947509766,10,-4.0,U,Barahona,Dominican Republic
CBJ,Cabo Rojo Airport,17.929000854492188,-71.6447982788086,262,-4.0,U,Cabo Rojo,Dominican Republic
LRM,Casa De Campo International Airport,18.45070075988769,-68.91179656982422,240,-4.0,U,La Romana,Dominican Republic
PUJ,Punta Cana International Airport,18.5673999786,-68.36340332030001,47,-4.0,U,Punta Cana,Dominican Republic
POP,Gregorio Luperon International Airport,19.75790023803711,-70.56999969482422,15,-4.0,U,Puerto Plata,Dominican Republic
SDQ,Las Américas International Airport,18.42970085144,-69.668899536133,59,-4.0,U,Santo Domingo,Dominican Republic
STI,Cibao International Airport,19.406099319458008,-70.60469818115234,565,-4.0,U,Santiago,Dominican Republic
CBV,Coban Airport,15.468999862670898,-90.40670013427734,4339,-6.0,U,Coban,Guatemala
GUA,La Aurora Airport,14.5833,-90.527496,4952,-6.0,U,Guatemala City,Guatemala
RER,Retalhuleu Airport,14.520999908447266,-91.69730377197266,656,-6.0,U,Retalhuleu,Guatemala
GSJ,San José Airport,13.9362001419,-90.8358001709,29,-6.0,U,San Jose,Guatemala
LCE,Goloson International Airport,15.7425,-86.852997,39,-6.0,U,La Ceiba,Honduras
SAP,Ramón Villeda Morales International Airport,15.4526,-87.923599,91,-6.0,U,San Pedro Sula,Honduras
GJA,La Laguna Airport,16.4454,-85.906601,49,-6.0,U,Guanaja,Honduras
RTB,Juan Manuel Galvez International Airport,16.316799,-86.523003,39,-6.0,U,Roatan,Honduras
TEA,Tela Airport,15.7759,-87.4758,7,-6.0,U,Tela,Honduras
TGU,Toncontín International Airport,14.06089973449707,-87.21720123291016,3294,-6.0,U,Tegucigalpa,Honduras
TJI,Trujillo Airport,15.9268,-85.938202,3,-6.0,U,Trujillo,Honduras
OCJ,Boscobel Aerodrome,18.404199600219727,-76.96900177001953,90,-5.0,U,Ocho Rios,Jamaica
KIN,Norman Manley International Airport,17.935699462890625,-76.7874984741211,10,-5.0,U,Kingston,Jamaica
MBJ,Sangster International Airport,18.503700256347656,-77.91339874267578,4,-5.0,U,Montego Bay,Jamaica
POT,Ken Jones Airport,18.1987991333,-76.53450012210001,20,-5.0,U,Port Antonio,Jamaica
KTP,Tinson Pen Airport,17.98859977722168,-76.82379913330078,16,-5.0,U,Kingston,Jamaica
ACA,General Juan N Alvarez International Airport,16.757099151611328,-99.75399780273438,16,-6.0,S,Acapulco,Mexico
NTR,Del Norte International Airport,25.865601,-100.237,1476,-6.0,S,Monterrey,Mexico
AGU,Jesús Terán Paredo International Airport,21.705601,-102.318001,6112,-6.0,S,Aguascalientes,Mexico
HUX,Bahías de Huatulco International Airport,15.7753,-96.262604,464,-6.0,S,Huatulco,Mexico
CVJ,General Mariano Matamoros Airport,18.834800720214844,-99.26129913330078,4277,-6.0,S,Cuernavaca,Mexico
ACN,Ciudad Acuña New International Airport,29.332899,-101.098998,1410,-6.0,S,Ciudad Acuna,Mexico
CME,Ciudad del Carmen International Airport,18.65369987487793,-91.79900360107422,10,-6.0,S,Ciudad Del Carmen,Mexico
NCG,Nuevo Casas Grandes Airport,30.3974,-107.875,4850,-7.0,S,Nuevo Casas Grandes,Mexico
CUL,Bachigualato Federal International Airport,24.7644996643,-107.474998474,108,-7.0,S,Culiacan,Mexico
CTM,Chetumal International Airport,18.50469970703125,-88.32679748535156,39,-5.0,S,Chetumal,Mexico
CEN,Ciudad Obregón International Airport,27.39259910583496,-109.83300018310548,243,-7.0,S,Ciudad Obregon,Mexico
CPE,Ingeniero Alberto Acuña Ongay International Airport,19.816799163800003,-90.5002975464,34,-6.0,S,Campeche,Mexico
CJS,Abraham González International Airport,31.63610076904297,-106.4290008544922,3904,-7.0,S,Ciudad Juarez,Mexico
CUU,General Roberto Fierro Villalobos International Airport,28.702899932900003,-105.964996338,4462,-7.0,S,Chihuahua,Mexico
CVM,General Pedro Jose Mendez International Airport,23.7033004761,-98.9564971924,761,-6.0,S,Ciudad Victoria,Mexico
CZM,Cozumel International Airport,20.52239990234375,-86.92559814453125,15,-5.0,S,Cozumel,Mexico
DGO,General Guadalupe Victoria International Airport,24.1242008209,-104.527999878,6104,-6.0,S,Durango,Mexico
TPQ,Amado Nervo National Airport,21.4195,-104.843002,3020,-7.0,S,Tepic,Mexico
ESE,Ensenada International Airport,31.7953,-116.602997,66,-8.0,S,Ensenada,Mexico
GDL,Don Miguel Hidalgo Y Costilla International Airport,20.52179908752441,-103.31099700927734,5016,-6.0,S,Guadalajara,Mexico
GYM,General José María Yáñez International Airport,27.9689998626709,-110.9250030517578,59,-7.0,S,Guaymas,Mexico
TCN,Tehuacan Airport,18.49720001220703,-97.4198989868164,5509,-6.0,S,Tehuacan,Mexico
HMO,General Ignacio P. Garcia International Airport,29.095899581900003,-111.047996521,627,-7.0,S,Hermosillo,Mexico
CLQ,Licenciado Miguel de la Madrid Airport,19.277,-103.577002,2467,-6.0,S,Colima,Mexico
ISJ,Isla Mujeres Airport,21.2450008392334,-86.73999786376953,7,-5.0,S,Isla Mujeres,Mexico
SLW,Plan De Guadalupe International Airport,25.54949951171875,-100.9290008544922,4778,-6.0,S,Saltillo,Mexico
IZT,Ixtepec Airport,16.449301,-95.093697,164,-6.0,S,Iztepec,Mexico
LZC,Lázaro Cárdenas Airport,18.0016994476,-102.221000671,39,-6.0,S,Lazard Cardenas,Mexico
LMM,Valle del Fuerte International Airport,25.6851997375,-109.081001282,16,-7.0,S,Los Mochis,Mexico
BJX,Del Bajío International Airport,20.9935,-101.481003,5956,-6.0,S,Del Bajio,Mexico
LAP,Manuel Márquez de León International Airport,24.0727005005,-110.361999512,69,-7.0,S,La Paz,Mexico
LTO,Loreto International Airport,25.989200592041016,-111.3479995727539,34,-7.0,S,Loreto,Mexico
MAM,General Servando Canales International Airport,25.7698993683,-97.5252990723,25,-6.0,S,Matamoros,Mexico
MID,Licenciado Manuel Crescencio Rejon Int Airport,20.9370002747,-89.657699585,38,-6.0,S,Merida,Mexico
MXL,General Rodolfo Sánchez Taboada International Airport,32.6306,-115.241997,74,-8.0,S,Mexicali,Mexico
MLM,General Francisco J. Mujica International Airport,19.849899292,-101.025001526,6033,-6.0,S,Morelia,Mexico
MTT,Minatitlán/Coatzacoalcos National Airport,18.1033992767,-94.5807037354,36,-6.0,S,Minatitlan,Mexico
LOV,Monclova International Airport,26.9557,-101.470001,1864,-6.0,S,Monclova,Mexico
MEX,Licenciado Benito Juarez International Airport,19.4363,-99.072098,7316,-6.0,S,Mexico City,Mexico
MTY,General Mariano Escobedo International Airport,25.7784996033,-100.107002258,1278,-6.0,S,Monterrey,Mexico
MZT,General Rafael Buelna International Airport,23.1613998413,-106.26599884,38,-7.0,S,Mazatlan,Mexico
NOG,Nogales International Airport,31.22610092163086,-110.97599792480467,3990,-7.0,S,Nogales,Mexico
NLD,Quetzalcóatl International Airport,27.4438991547,-99.5705032349,484,-6.0,S,Nuevo Laredo,Mexico
OAX,Xoxocotlán International Airport,16.9999008179,-96.726600647,4989,-6.0,S,Oaxaca,Mexico
PAZ,El Tajín National Airport,20.6026992798,-97.4608001709,497,-6.0,S,Poza Rico,Mexico
PBC,Hermanos Serdán International Airport,19.1581001282,-98.3713989258,7361,-6.0,S,Puebla,Mexico
PPE,Mar de Cortés International Airport,31.351987,-113.305177,71,-7.0,S,Punta Penasco,Mexico
PDS,Piedras Negras International Airport,28.627399,-100.535004,901,-6.0,S,Piedras Negras,Mexico
UPN,Licenciado y General Ignacio Lopez Rayon Airport,19.396699905395508,-102.03900146484376,5258,-6.0,S,Uruapan,Mexico
PVR,Licenciado Gustavo Díaz Ordaz International Airport,20.680099487304688,-105.25399780273438,23,-6.0,S,Puerto Vallarta,Mexico
PXM,Puerto Escondido International Airport,15.8769,-97.089103,294,-6.0,S,Puerto Escondido,Mexico
QRO,Querétaro Intercontinental Airport,20.6173,-100.185997,6296,-6.0,S,Queretaro,Mexico
REX,General Lucio Blanco International Airport,26.0089,-98.2285,139,-6.0,S,Reynosa,Mexico
SJD,Los Cabos International Airport,23.15180015563965,-109.72100067138672,374,-7.0,S,San Jose Del Cabo,Mexico
SFH,San Felipe International Airport,30.930200576782,-114.80899810791,148,-8.0,S,San Filipe,Mexico
SLP,Ponciano Arriaga International Airport,22.254299163800003,-100.930999756,6035,-6.0,S,San Luis Potosi,Mexico
TRC,Francisco Sarabia International Airport,25.5683002472,-103.411003113,3688,-6.0,S,Torreon,Mexico
TGZ,Angel Albino Corzo International Airport,16.5636005402,-93.0224990845,1499,-6.0,S,Tuxtla Gutierrez,Mexico
TIJ,General Abelardo L. Rodríguez International Airport,32.541099548339844,-116.97000122070312,489,-8.0,S,Tijuana,Mexico
TAM,General Francisco Javier Mina International Airport,22.2964000702,-97.8658981323,80,-6.0,S,Tampico,Mexico
TSL,Tamuin Airport,22.0383,-98.806502,164,-6.0,S,Tamuin,Mexico
TLC,Licenciado Adolfo Lopez Mateos International Airport,19.3370990753,-99.56600189210002,8466,-6.0,S,Toluca,Mexico
TAP,Tapachula International Airport,14.7943000793,-92.3700027466,97,-6.0,S,Tapachula,Mexico
CUN,Cancún International Airport,21.036500930800003,-86.8770980835,22,-5.0,S,Cancun,Mexico
VSA,Carlos Rovirosa Pérez International Airport,17.996999740600586,-92.81739807128906,46,-6.0,S,Villahermosa,Mexico
VER,General Heriberto Jara International Airport,19.1459007263,-96.1873016357,90,-6.0,S,Vera Cruz,Mexico
ZCL,General Leobardo C. Ruiz International Airport,22.8971004486,-102.68699646,7141,-6.0,S,Zacatecas,Mexico
ZIH,Ixtapa Zihuatanejo International Airport,17.601600647,-101.460998535,26,-6.0,S,Zihuatanejo,Mexico
ZMM,Zamora Airport,20.045,-102.276001,5141,-6.0,S,Zamora,Mexico
ZLO,Playa De Oro International Airport,19.1448001862,-104.558998108,30,-6.0,S,Manzanillo,Mexico
BEF,Bluefields Airport,11.991000175476074,-83.77410125732422,20,-6.0,U,Bluefields,Nicaragua
MGA,Augusto C. Sandino (Managua) International Airport,12.14150047302246,-86.16819763183594,194,-6.0,U,Managua,Nicaragua
PUZ,Puerto Cabezas Airport,14.047200202941896,-83.38670349121094,52,-6.0,U,Puerto Cabezas,Nicaragua
BOC,Bocas Del Toro International Airport,9.340849876403809,-82.25080108642578,10,-5.0,U,Bocas Del Toro,Panama
CHX,Cap Manuel Niño International Airport,9.458962,-82.515062,19,-5.0,U,Changuinola,Panama
DAV,Enrique Malek International Airport,8.390999794006348,-82.43499755859375,89,-5.0,U,David,Panama
BLB,Panama Pacific International Airport,8.91479,-79.599602,52,-5.0,U,Howard,Panama
PAC,Marcos A. Gelabert International Airport,8.973340034484863,-79.55560302734375,31,-5.0,U,Panama,Panama
SYP,Ruben Cantu Airport,8.085599899291992,-80.94529724121094,272,-5.0,U,Santiago,Panama
PTY,Tocumen International Airport,9.0713596344,-79.3834991455,135,-5.0,U,Panama City,Panama
BAI,Buenos Aires Airport,9.163949,-83.330171,1214,-6.0,U,Buenos Aires,Costa Rica
OTR,Coto 47 Airport,8.60155963897705,-82.96859741210938,26,-6.0,U,Coto 47,Costa Rica
JAP,Chacarita Airport,9.98141002655,-84.7726974487,7,-6.0,U,Chacarita,Costa Rica
GLF,Golfito Airport,8.654009819030762,-83.18219757080078,49,-6.0,U,Golfito,Costa Rica
GPL,Guapiles Airport,10.2172002792,-83.79699707030001,883,-6.0,U,Guapiles,Costa Rica
LIR,Daniel Oduber Quiros International Airport,10.5933,-85.544403,270,-6.0,U,Liberia,Costa Rica
LSL,Los Chiles Airport,11.035300254821776,-84.70610046386719,131,-6.0,U,Los Chiles,Costa Rica
LIO,Limon International Airport,9.95796012878418,-83.02200317382812,7,-6.0,U,Limon,Costa Rica
NOB,Nosara Airport,9.97649002075,-85.65299987790002,33,-6.0,U,Nosara Beach,Costa Rica
SJO,Juan Santamaria International Airport,9.993860244750977,-84.20880126953125,3021,-6.0,U,San Jose,Costa Rica
PMZ,Palmar Sur Airport,8.951029777526855,-83.46859741210938,49,-6.0,U,Palmar Sur,Costa Rica
XQP,Quepos Managua Airport,9.443160057067873,-84.12979888916016,85,-6.0,U,Quepos,Costa Rica
TOO,San Vito De Java Airport,8.826109886169434,-82.95890045166016,3228,-6.0,U,San Vito De Jaba,Costa Rica
SAL,Monseñor Óscar Arnulfo Romero International Airport,13.4409,-89.055702,101,-6.0,U,San Salvador,El Salvador
CYA,Les Cayes Airport,18.27109909057617,-73.78829956054688,203,-5.0,U,Cayes,Haiti
CAP,Cap Haitien International Airport,19.733,-72.194702,10,-5.0,U,Cap Haitien,Haiti
JAK,Jacmel Airport,18.241100311279297,-72.51850128173828,167,-5.0,U,Jacmel,Haiti
PAP,Toussaint Louverture International Airport,18.57999992370605,-72.2925033569336,122,-5.0,U,Port-au-prince,Haiti
BCA,Gustavo Rizo Airport,20.36529922485352,-74.5062026977539,26,-5.0,U,Baracoa Playa,Cuba
BYM,Carlos Manuel de Cespedes Airport,20.39640045166016,-76.62139892578125,203,-5.0,U,Bayamo,Cuba
AVI,Maximo Gomez Airport,22.027099609375,-78.78959655761719,335,-5.0,U,Ciego De Avila,Cuba
CCC,Jardines Del Rey Airport,22.4610004425,-78.32839965820001,13,-5.0,U,Cunagua,Cuba
CFG,Jaime Gonzalez Airport,22.14999961853028,-80.41419982910156,102,-5.0,U,Cienfuegos,Cuba
CYO,Vilo Acuña International Airport,21.6165008545,-81.5459976196,10,-5.0,U,Cayo Largo del Sur,Cuba
CMW,Ignacio Agramonte International Airport,21.420299530029297,-77.84750366210938,413,-5.0,U,Camaguey,Cuba
SCU,Antonio Maceo International Airport,19.96980094909668,-75.83540344238281,249,-5.0,U,Santiago De Cuba,Cuba
NBW,Leeward Point Field,19.906499862671,-75.207099914551,56,-5.0,U,Guantanamo,Cuba
GAO,Mariana Grajales Airport,20.08530044555664,-75.1583023071289,56,-5.0,U,Guantanamo,Cuba
HAV,José Martí International Airport,22.989200592041016,-82.40910339355469,210,-5.0,U,Havana,Cuba
HOG,Frank Pais International Airport,20.785600662231445,-76.31510162353516,361,-5.0,U,Holguin,Cuba
LCL,La Coloma Airport,22.33609962463379,-83.64189910888672,131,-5.0,U,La Coloma,Cuba
MOA,Orestes Acosta Airport,20.65390014648437,-74.92220306396484,16,-5.0,U,Moa,Cuba
MZO,Sierra Maestra Airport,20.28809928894043,-77.08920288085938,112,-5.0,U,Manzanillo,Cuba
GER,Rafael Cabrera Airport,21.834699630737305,-82.78379821777344,79,-5.0,U,Nueva Gerona,Cuba
UPB,Playa Baracoa Airport,23.0328006744,-82.5793991089,102,-5.0,U,Baracoa Playa,Cuba
QPD,Pinar Del Rio Airport,22.42140007019043,-83.67839813232422,131,-5.0,U,Pinar Del Rio Norte,Cuba
SNU,Abel Santamaria Airport,22.49220085144043,-79.943603515625,338,-5.0,U,Santa Clara,Cuba
SZJ,Siguanea Airport,21.64249992370605,-82.9551010131836,39,-5.0,U,Siguanea,Cuba
USS,Sancti Spiritus Airport,21.9704,-79.442703,295,-5.0,U,Sancti Spiritus,Cuba
VRA,Juan Gualberto Gomez International Airport,23.034400939941406,-81.435302734375,210,-5.0,U,Varadero,Cuba
VTU,Hermanos Ameijeiras Airport,20.98760032653809,-76.93579864501953,328,-5.0,U,Las Tunas,Cuba
CYB,Gerrard Smith International Airport,19.687000274658203,-79.88279724121094,8,-5.0,N,Cayman Brac,Cayman Islands
GCM,Owen Roberts International Airport,19.2928009033,-81.3576965332,8,-5.0,N,Georgetown,Cayman Islands
MAY,Clarence A. Bain Airport,24.28770065307617,-77.68460083007812,19,-5.0,U,Clarence Bain,Bahamas
ASD,Andros Town Airport,24.697900772094727,-77.79560089111328,5,-5.0,U,Andros Town,Bahamas
MHH,Leonard M Thompson International Airport,26.5114,-77.083503,6,-5.0,U,Marsh Harbor,Bahamas
SAQ,San Andros Airport,25.053800582885746,-78.04900360107422,5,-5.0,U,San Andros,Bahamas
AXP,Spring Point Airport,22.441799163800003,-73.97090148930002,11,-5.0,U,Spring Point,Bahamas
TCB,Treasure Cay Airport,26.745300293,-77.3912963867,8,-5.0,U,Treasure Cay,Bahamas
CCZ,Chub Cay Airport,25.41710090637207,-77.88089752197266,5,-5.0,U,Chub Cay,Bahamas
GHC,Great Harbour Cay Airport,25.7383,-77.840103,18,-5.0,U,Bullocks Harbour,Bahamas
BIM,South Bimini Airport,25.6998996735,-79.2647018433,10,-5.0,U,Alice Town,Bahamas
GGT,Exuma International Airport,23.5625991821,-75.8779983521,9,-5.0,U,Great Exuma,Bahamas
ELH,North Eleuthera Airport,25.474899292,-76.6835021973,13,-5.0,U,North Eleuthera,Bahamas
GHB,Governor's Harbour Airport,25.2847003937,-76.3310012817,26,-5.0,U,Governor's Harbor,Bahamas
NMC,Normans Cay Airport,24.59429931640625,-76.82019805908203,8,-5.0,U,Norman's Cay,Bahamas
RSD,Rock Sound Airport,24.8950787333,-76.1768817902,10,-5.0,U,Rock Sound,Bahamas
TYM,Staniel Cay Airport,24.16909980773925,-76.43910217285156,5,-5.0,U,Staniel Cay,Bahamas
FPO,Grand Bahama International Airport,26.5587005615,-78.695602417,7,-5.0,U,Freeport,Bahamas
IGA,Inagua Airport,20.975000381469727,-73.66690063476562,8,-5.0,U,Matthew Town,Bahamas
LGI,Deadman's Cay Airport,23.1790008545,-75.09359741210001,9,-5.0,U,Dead Man's Cay,Bahamas
SML,Stella Maris Airport,23.582317,-75.268621,10,-5.0,U,Stella Maris,Bahamas
MYG,Mayaguana Airport,22.379499,-73.013494,11,-5.0,U,Mayaguana,Bahamas
NAS,Lynden Pindling International Airport,25.0389995575,-77.46620178219999,16,-5.0,U,Nassau,Bahamas
DCT,Duncan Town Airport,22.18180084228516,-75.72949981689453,6,-5.0,U,Duncan Town,Bahamas
RCY,Rum Cay Airport,23.68440055847168,-74.83619689941406,15,-5.0,U,Port Nelson,Bahamas
ZSA,San Salvador Airport,24.06329917907715,-74.52400207519531,24,-5.0,U,Cockburn Town,Bahamas
BZE,Philip S. W. Goldson International Airport,17.539100646972656,-88.30819702148438,15,-6.0,U,Belize City,Belize
AIT,Aitutaki Airport,-18.830900192260746,-159.76400756835938,14,-10.0,U,Aitutaki,Cook Islands
RAR,Rarotonga International Airport,-21.2026996613,-159.805999756,19,-10.0,U,Avarua,Cook Islands
NAN,Nadi International Airport,-17.755399703979492,177.4429931640625,59,12.0,U,Nandi,Fiji
SUV,Nausori International Airport,-18.04330062866211,178.5590057373047,17,12.0,U,Nausori,Fiji
TBU,Fua'amotu International Airport,-21.241199493408203,-175.14999389648438,126,13.0,U,Tongatapu,Tonga
VAV,Vava'u International Airport,-18.58530044555664,-173.96200561523438,236,13.0,U,Vava'u,Tonga
TRW,Bonriki International Airport,1.3816399574279783,173.14700317382812,9,12.0,U,Tarawa,Kiribati
TBF,Tabiteuea North Airport,-1.2244700193405151,174.7760009765625,7,12.0,U,Tabiteuea North,Kiribati
WLS,Hihifo Airport,-13.2383003235,-176.199005127,79,12.0,U,Wallis,Wallis and Futuna
APW,Faleolo International Airport,-13.829999923706056,-172.00799560546875,58,13.0,U,Faleolo,Samoa
PPG,Pago Pago International Airport,-14.3310003281,-170.710006714,32,-11.0,U,Pago Pago,American Samoa
RUR,Rurutu Airport,-22.43409919738769,-151.36099243164062,18,-10.0,U,Rurutu,French Polynesia
TUB,Tubuai Airport,-23.36540031433105,-149.5240020751953,7,-10.0,U,Tubuai,French Polynesia
AAA,Anaa Airport,-17.35260009765625,-145.50999450683594,10,-10.0,U,Anaa,French Polynesia
FGU,Fangatau Airport,-15.819899559020996,-140.88699340820312,9,-10.0,U,Fangatau,French Polynesia
TIH,Tikehau Airport,-15.119600296020508,-148.2310028076172,6,-10.0,U,Tikehau,French Polynesia
REA,Reao Airport,-18.46590042114257,-136.44000244140625,12,-10.0,U,Reao,French Polynesia
FAV,Fakarava Airport,-16.054100036621094,-145.65699768066406,13,-10.0,U,Fakarava,French Polynesia
XMH,Manihi Airport,-14.436800003051758,-146.07000732421875,14,-10.0,U,Manihi,French Polynesia
GMR,Totegegie Airport,-23.07990074157715,-134.88999938964844,7,-9.0,U,Totegegie,French Polynesia
KKR,Kaukura Airport,-15.663299560546877,-146.88499450683594,11,-10.0,U,Kaukura Atoll,French Polynesia
MKP,Makemo Airport,-16.583900451660156,-143.6580047607422,3,-10.0,U,Makemo,French Polynesia
PKP,Puka Puka Airport,-14.809499740600586,-138.81300354003906,5,-10.0,U,Puka Puka,French Polynesia
TKP,Takapoto Airport,-14.709500312805176,-145.24600219726562,12,-10.0,U,Takapoto,French Polynesia
AXR,Arutua Airport,-15.248299598693848,-146.61700439453125,9,-10.0,U,Arutua,French Polynesia
MVT,Mataiva Airport,-14.8681001663208,-148.7169952392578,11,-10.0,U,Mataiva,French Polynesia
TKX,Takaroa Airport,-14.45580005645752,-145.02499389648438,13,-10.0,U,Takaroa,French Polynesia
NHV,Nuku Hiva Airport,-8.795599937438965,-140.22900390625,220,-9.5,U,Nuku Hiva,French Polynesia
BOB,Bora Bora Airport,-16.444400787353516,-151.75100708007812,10,-10.0,U,Bora Bora,French Polynesia
RGI,Rangiroa Airport,-14.954299926757812,-147.66099548339844,10,-10.0,U,Rangiroa,French Polynesia
HUH,Huahine-Fare Airport,-16.68720054626465,-151.02200317382812,7,-10.0,U,Huahine Island,French Polynesia
